adult,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,weighted_rating
False,945961,en,Alien: Romulus,while scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe,15.0012,2024-08-13,Alien: Romulus,7.166,4464,2024,6.892546748312992
False,1371,en,Rocky III,following rocky balboas intense battle with his most powerful adversary yet  the ferocious clubber lang  rocky joins forces with former rival apollo creed in an effort to get back his fighting spirit,7.4516,1982-05-28,Rocky III,6.898,4463,1982,6.798540788005939
False,3580,en,Changeling,los angeles  when single mother christine collins leaves for work her son vanishes without a trace five months later the police reunite mother and son but when christine suspects that the boy returned to her isnt her child her quest for truth exposes a world of corruption,6.2915,2008-10-24,Changeling,7.579,4458,2008,7.037146657166568
False,164,en,Breakfast at Tiffany's,holly golightly is an eccentric new york city playgirl determined to marry a brazilian millionaire but when young writer paul varjak moves into her apartment building her past threatens to get in their way,9.2466,1961-10-06,Breakfast at Tiffany's,7.624,4458,1961,7.052916147945885
False,116741,en,The Internship,two recently laidoff men in their s try to make it as interns at a successful internet company where their managers are in their s,0.2454,2013-06-07,The Internship,6.237,4456,2013,6.566917266889852
False,635302,ja,劇場版「鬼滅の刃」無限列車編,tanjiro kamado joined with inosuke hashibira a boy raised by boars who wears a boars head and zenitsu agatsuma a scared boy who reveals his true power when he sleeps boards the infinity train on a new mission with the fire hashira kyojuro rengoku to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it,10.4481,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.199,4454,2020,7.254118096818436
False,37136,en,The Naked Gun: From the Files of Police Squad!,when the bumbling lieutenant frank drebin investigates events following the shooting of his partner he stumbles upon an attempt to assassinate queen elizabeth ii,8.9625,1988-12-02,The Naked Gun: From the Files of Police Squad!,7.273,4454,1988,6.929806209168445
False,2789,en,The Chronicles of Riddick,after years of outrunning ruthless bounty hunters escaped convict riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race now waging incredible battles on fantastic and deadly worlds this lone reluctant hero will emerge as humanitys champion  and the last hope for a universe on the edge of annihilation,3.8365,2004-06-11,The Chronicles of Riddick,6.551,4445,2004,6.677030191407162
False,378064,ja,映画 聲の形,shouya ishida starts bullying the new girl in class shouko nishimiya because she is deaf but as the teasing continues the rest of the class starts to turn on shouya for his lack of compassion when they leave elementary school shouko and shouya do not speak to each other again until an older wiser shouya tormented by his past behaviour decides he must see shouko once more he wants to atone for his sins but is it already too late,14.2799,2016-09-17,A Silent Voice: The Movie,8.387,4442,2016,7.318953317839563
False,571,en,The Birds,thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks,6.0496,1963-03-28,The Birds,7.513,4442,1963,7.013389699220708
False,270946,en,Penguins of Madagascar,skipper kowalski rico and private join forces with undercover organization the north wind to stop the villainous dr octavius brine from destroying the world as we know it,11.9417,2014-11-22,Penguins of Madagascar,6.53,4440,2014,6.669740029006311
False,764,en,The Evil Dead,in  a group of college students find a sumerian book of the dead in an old wilderness cabin theyve rented for a weekend getaway,10.1363,1981-10-15,The Evil Dead,7.273,4431,1981,6.929184402924028
False,924,en,Dawn of the Dead,a group of survivors take refuge in a shopping mall after the world is taken over by aggressive flesheating zombies,7.0455,2004-03-19,Dawn of the Dead,7.05,4430,2004,6.851330257021663
False,9919,en,How to Lose a Guy in 10 Days,its the battle of wills as andie needs to prove she can dump a guy in  days whereas ben needs to prove he can win a girl in  days now the clock is tickingand the wildly entertaining comedy smash is off and running in this irresistible tale of sex lies and outrageous romantic fireworks,7.3408,2003-02-07,How to Lose a Guy in 10 Days,6.9,4429,2003,6.798972257766756
False,186,en,Lucky Number Slevin,slevin is mistakenly put in the middle of a personal war between the citys biggest criminal bosses under constant watch slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma,6.019,2006-02-24,Lucky Number Slevin,7.476,4422,2006,6.999704186267581
False,590223,en,Love and Monsters,seven years since the monsterpocalypse began joel dawson has been living underground in order to survive but after reconnecting over radio with his high school girlfriend aimee joel decides to venture out to reunite with her despite all the dangerous monsters that stand in his way,6.9267,2020-10-16,Love and Monsters,7.269,4417,2020,6.927411476331881
False,360920,en,The Grinch,the grinch hatches a scheme to ruin christmas when the residents of whoville plan their annual holiday celebration,8.6842,2018-11-08,The Grinch,6.869,4415,2018,6.788065566986274
False,399057,en,The Killing of a Sacred Deer,dr steven murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children lurking at the margins of his idyllic suburban existence is martin a fatherless teen who insinuates himself into the doctors life in gradually unsettling ways,6.1293,2017-10-20,The Killing of a Sacred Deer,7.009,4406,2017,6.836695461859188
False,2270,en,Stardust,in a countryside town bordering on a magical land a young man makes a promise to his beloved that hell retrieve a fallen star by venturing into the magical realm his journey takes him into a world beyond his wildest dreams and reveals his true identity,9.6061,2007-08-10,Stardust,7.288,4405,2007,6.933694506368505
False,205587,en,The Judge,a successful lawyer returns to his hometown for his mothers funeral only to discover that his estranged father the towns judge is suspected of murder,12.4945,2014-10-08,The Judge,7.33,4403,2014,6.948238290633391
False,537996,en,The Ballad of Buster Scruggs,vignettes weaving together the stories of six individuals in the old west at the end of the civil war following the tales of a sharpshooting songster a wannabe bank robber two weary traveling performers a lone gold prospector a woman traveling the west to an uncertain future and a motley crew of strangers undertaking a carriage ride,6.0146,2018-11-09,The Ballad of Buster Scruggs,7.136,4398,2018,6.880700671685499
False,938,it,Per qualche dollaro in più,two bounty hunters both pursue the brutal and sadistic bandit el indio who has a large bounty on his head,8.1753,1965-12-18,For a Few Dollars More,8.015,4398,1965,7.186025675239609
False,224141,en,Into the Woods,in a woods filled with magic and fairy tale characters a baker and his wife set out to end the curse put on them by their neighbor a spiteful witch,3.2662,2014-12-24,Into the Woods,5.8,4393,2014,6.416878060465755
False,132232,en,Mama,guillermo del toro presents mama a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed when they are rescued years later and begin a new life they find that someone or something still wants to come tuck them in at night,7.6408,2013-01-17,Mama,6.288,4388,2013,6.5863793322856585
False,869,en,Planet of the Apes,after a spectacular crashlanding on an uncharted planet brash astronaut leo davidson finds himself trapped in a savage world where talking apes dominate the human race desperate to find a way home leo must evade the invincible gorilla army led by ruthless general thade,8.0975,2001-07-26,Planet of the Apes,5.768,4387,2001,6.4060734430910315
False,356305,en,Why Him?,a dad forms a bitter rivalry with his daughters young rich boyfriend,4.3809,2016-12-22,Why Him?,6.378,4385,2016,6.617651678036652
False,87421,en,Riddick,betrayed by his own kind and left for dead on a desolate planet riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before soon bounty hunters from throughout the galaxy descend on riddick only to find themselves pawns in his greater scheme for revenge with his enemies right where he wants them riddick unleashes a vicious attack of vengeance before returning to his home planet of furya to save it from destruction,6.9448,2013-09-02,Riddick,6.341,4377,2013,6.6049913360715475
